domain,condition,model_seed,candidate,evaluation_version,N_streams,candidate_total_byte_cap,candidate_amortized_bytes,candidate_stream_bytes,candidate_shared_bytes,candidate_empirical_T05,candidate_supported_T05,candidate_empirical_T05_status,candidate_supported_T05_status,candidate_rmst,candidate_failure_probability_2048,feasible_baseline_count,feasible_baselines,native_fp32_feasible,best_TEST_supported_baseline,best_TEST_supported_T05,best_TEST_empirical_baseline,best_TEST_empirical_T05,best_TEST_rmst_baseline,best_TEST_baseline_rmst,descriptive_rmst_delta_vs_best_feasible,baseline_selection_scope,horizon_comparison_scope
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,128,6608,51.625,15,4688,2048,2048,>=2048,>=2048,2048.0,0.0,5,UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,1,4704,4704.0,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,9,NATIVE_FP32;NATIVE_FP64;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,16,4944,309.0,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,9,MIXED_4_8;NATIVE_FP32;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,128,6736,52.625,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,8,MIXED_4_8;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,1,4704,4704.0,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,9,NATIVE_FP32;NATIVE_FP64;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,16,4944,309.0,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,9,MIXED_4_8;NATIVE_FP32;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,128,6736,52.625,16,4688,2048,2048,>=2048,>=2048,2048.0,0.0,8,MIXED_4_8;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,1,4705,4705.0,17,4688,2048,2048,>=2048,>=2048,2048.0,0.0,10,NATIVE_FP32;NATIVE_FP64;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,16,4960,310.0,17,4688,2048,2048,>=2048,>=2048,2048.0,0.0,11,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,128,6864,53.625,17,4688,2048,2048,>=2048,>=2048,2048.0,0.0,10,MIXED_4_8;MIXED_6_8;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,1,4706,4706.0,17,4689,2048,2048,>=2048,>=2048,2048.0,0.0,11,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,16,4961,310.0625,17,4689,2048,2048,>=2048,>=2048,2048.0,0.0,12,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,128,6865,53.6328125,17,4689,2048,2048,>=2048,>=2048,2048.0,0.0,11,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,1,4707,4707.0,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,13,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,16,4977,311.0625,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,14,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,128,6993,54.6328125,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,13,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,1,4707,4707.0,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,13,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,16,4977,311.0625,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,14,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,128,6993,54.6328125,18,4689,2048,2048,>=2048,>=2048,2048.0,0.0,13,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,1,4708,4708.0,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,15,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,16,4993,312.0625,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,16,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,128,7121,55.6328125,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,15,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,1,4708,4708.0,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,15,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,16,4993,312.0625,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,16,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,128,7121,55.6328125,19,4689,2048,2048,>=2048,>=2048,2048.0,0.0,15,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,1,4709,4709.0,20,4689,2048,2048,>=2048,>=2048,2048.0,0.0,17,NATIVE_FP32;NATIVE_FP64;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_15;UNIFORM_16;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,16,5009,313.0625,20,4689,2048,2048,>=2048,>=2048,2048.0,0.0,18,MIXED_4_8;MIXED_6_8;NATIVE_FP32;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_15;UNIFORM_16;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,True,NATIVE_FP32,2048,NATIVE_FP32,2048,NATIVE_FP32,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,128,7249,56.6328125,20,4689,2048,2048,>=2048,>=2048,2048.0,0.0,17,MIXED_4_8;MIXED_6_8;UNIFORM_10;UNIFORM_11;UNIFORM_12;UNIFORM_13;UNIFORM_14;UNIFORM_15;UNIFORM_16;UNIFORM_2;UNIFORM_3;UNIFORM_4;UNIFORM_5;UNIFORM_6;UNIFORM_7;UNIFORM_8;UNIFORM_9,False,UNIFORM_4,2048,UNIFORM_4,2048,UNIFORM_4,2048.0,0.0,TEST descriptive best feasible baseline; not DEV-selected and not a statistical superiority test,comparison of reported lower bounds is not a test of true-horizon superiority
